source_id,longitude,latitude,uber_loc,address,region,county,locality
polyline:20405122,77.287497,28.682968,Shivaji Park,"Shivaji Park Road, Delhi, India",Delhi,South West Delhi,Delhi
polyline:21995467,72.837775,19.024964,Shivaji Park,"Shivaji Park Road no.1, Mumbai, MH, India",Maharashtra,Mumbai City,Mumbai
polyline:21994977,72.840737,19.028272,Shivaji Park,"Shivaji Park Road no.2, Mumbai, MH, India",Maharashtra,Mumbai City,Mumbai
polyline:20312966,79.501225,29.199267,Shivaji Park,"Shivaji Colony, Haldwani, UT, India",Uttarakhand,Nainital,Haldwani
polyline:29894835,74.224924,16.696742,Shivaji Park,"Shivaji Road, Kolhapur, MH, India",Maharashtra,Kolhapur,Kolhapur
node/3937622357,84.989182,24.696359,Welcome,"Welcome, BR, India",Bihar,Gaya,
node/5367111421,72.841253,21.207254,Welcome,"Hotel Welcome, Surat, GJ, India",Gujarat,Surat,Surat
node/170568503,75.820407,30.896985,Welcome,"Welcome Palace, Ludhiana, PB, India",Punjab,Ludhiana,Ludhiana
node/7111709490,76.03452,10.604082,Welcome,"Welcome Hotel, KL, India",Kerala,Thrissur,
node/7149063185,74.313389,14.559362,Welcome,"Welcome House, KA, India",Karnataka,Uttara Kannada,
node/9584236504,77.234256,28.564404,Moolchand,"Moolchand, Delhi, India",Delhi,South West Delhi,Delhi
way/763520661,78.068945,30.318412,Moolchand,"MOOLCHAND, Dehradun, UT, India",Uttarakhand,Dehradun,Dehradun
node/7007601364,77.327165,28.137003,Moolchand,"Moolchand Hospital, Palwal, HR, India",Haryana,Palwal,Palwal
node/7489609810,78.085046,27.878363,Moolchand,"Moolchand Hospital, Aligarh, UP, India",Uttar Pradesh,Aligarh,Aligarh
node/5236252843,77.23419,28.564002,Moolchand,"Moolchand Parantha, Delhi, India",Delhi,South West Delhi,Delhi
102029389,77.717985,28.981529,Meerut,"Meerut, UP, India",Uttar Pradesh,Meerut,Meerut
polyline:21342391,88.372956,22.598003,Kirti Nagar,"Kirti Mitra Ln, Kolkata, WB, India",West Bengal,Kolkata,Kolkata
polyline:22125896,73.767769,18.547235,Kirti Nagar,"Kirti Gardens Road, Pune, MH, India",Maharashtra,Pune,Pune
polyline:22125898,73.762218,18.540125,Kirti Nagar,"Kirti Gardens Phase II Road, Pune, MH, India",Maharashtra,Pune,Pune
polyline:22125897,73.773129,18.541841,Kirti Nagar,"Kirti Gardens Phase I Road, Pune, MH, India",Maharashtra,Pune,Pune
polyline:22572904,80.199412,12.936003,Kirti Nagar,"Chittibabu nagar - Ambal Nagar, Chennai, TN, India",Tamil Nadu,Chennai,Chennai
way/504034446,77.279419,28.617957,Akshardham,"Akshardham, Delhi, India",Delhi,South West Delhi,Delhi
way/1014030725,70.771594,22.280798,Akshardham,"Akshardham, Rajkot, GJ, India",Gujarat,Rajkot,Rajkot
way/372667260,72.141771,21.754098,Akshardham,"Akshardham Temple, Bhavnagar, GJ, India",Gujarat,Bhavnagar,Bhavnagar
node/3297005163,71.442508,21.03449,Akshardham,"Hotel Akshardham, Rajula, GJ, India",Gujarat,Amreli,Rajula
node/3318259999,72.674088,23.229385,Akshardham,"Swaminarayan Akshardham Temple, Gandhinagar, GJ, India",Gujarat,Gandhinagar,Gandhinagar
11072585,77.20558,28.5003,Maidan Garhi,"Maidan Garhi, DL, India",Delhi,South West Delhi,Maidan Garhi
1511391145,77.20558,28.5003,Maidan Garhi,"Maidan Garhi, Delhi, India",Delhi,South West Delhi,Delhi
node/5421543288,88.348788,22.549467,Maidan Garhi,"Maidan, Kolkata, WB, India",West Bengal,Kolkata,Kolkata
node/1988513583,77.247211,28.616039,Maidan Garhi,"Pragati Maidan, Delhi, India",Delhi,South West Delhi,Delhi
way/243512763,76.599884,8.881894,Maidan Garhi,"Cantonment Maidan, Kollam, KL, India",Kerala,Kollam,Kollam
1360030351,84.01542,25.0723,Gwal Pahari,"Pahari, BR, India",Bihar,Rohtas,Pahari
1344197683,80.37596,23.71472,Gwal Pahari,"Pahari, MP, India",Madhya Pradesh,Katni,Pahari
1344112561,77.08396,27.7106,Gwal Pahari,"Pahari, RJ, India",Rajasthan,Bharatpur,Pahari
1344009973,79.05807,28.79099,Gwal Pahari,"Pahari, UP, India",Uttar Pradesh,Rampur,Pahari
1343715203,78.44291,25.75242,Gwal Pahari,"Pahari, MP, India",Madhya Pradesh,Datia,Pahari
polyline:29594164,77.073099,28.509313,Old Gurgaon,"Old Delhi Gurgaon Road, Gurugram, HR, India",Haryana,Gurugram,Gurugram
polyline:29594532,77.081523,28.519662,Old Gurgaon,"Old Delhi Gurgaon Road, Delhi, India",Delhi,South West Delhi,Delhi
polyline:29594168,77.089528,28.533098,Old Gurgaon,"Old Delhi Gurgaon Road, Delhi, India",Delhi,South West Delhi,Delhi
polyline:20405888,77.164401,28.567593,Palam Vihar,"Palam Marg, Delhi, India",Delhi,South West Delhi,Delhi
node/2832938323,77.083076,28.58891,Palam Vihar,"Palam, Delhi, India",Delhi,South West Delhi,Delhi
node/940975619,77.092471,28.585353,Palam Vihar,"Palam, Delhi, India",Delhi,South West Delhi,Delhi
node/3736001854,77.03397,28.516466,Palam Vihar,"Palam Vihar, Gurugram, HR, India",Haryana,Gurugram,Gurugram
node/7492120957,75.397576,11.854005,Palam Vihar,"kuruva palam, KL, India",Kerala,Kannur,
node/7001218513,77.026029,28.468287,Gurgaon Railway Station,"Centre For Sight, Gurgaon, New Railway Road, Gurugram, HR, India",Haryana,Gurugram,Gurugram
way/26968235,77.059394,28.482356,Gurgaon Railway Station,"Airforce station Gurgaon, Gurugram, HR, India",Haryana,Gurugram,Gurugram
way/123422237,77.092036,28.44638,Gurgaon Railway Station,"Volkswagen Gurgaon Service Station, Gurugram, HR, India",Haryana,Gurugram,Gurugram
node/4108381700,77.553324,13.021856,Gurgaon Railway Station,"Railway Station Yeshwanthapura, Bangalore, KA, India",Karnataka,Bangalore,Bangalore
node/5391527174,75.790129,26.918113,Gurgaon Railway Station,"Railway Station, Jaipur, RJ, India",Rajasthan,Jaipur,Jaipur
way/360264006,77.237676,28.65001,Jama Masjid,"Jama Masjid, Delhi, India",Delhi,South West Delhi,Delhi
85928091,77.235167,28.65055,Jama Masjid,"Jama Masjid, Delhi, India",Delhi,South West Delhi,Delhi
node/6166529732,77.237563,28.649491,Jama Masjid,"Jama Masjid Metro Gate No. 1, Delhi, India",Delhi,South West Delhi,Delhi
node/9943458603,77.238087,28.650704,Jama Masjid,"Jama Masjid Metro Gate No. 4, Delhi, India",Delhi,South West Delhi,Delhi
node/9943458608,77.238176,28.651483,Jama Masjid,"Jama Masjid Metro Gate No. 3, Delhi, India",Delhi,South West Delhi,Delhi
node/2832938185,77.175059,28.556897,Munirka,"Munirka, Delhi, India",Delhi,South West Delhi,Delhi
85927945,77.170601,28.555119,Munirka,"Munirka, Delhi, India",Delhi,South West Delhi,Delhi
10263223,77.17429,28.55529,Munirka,"Munīrka, DL, India",Delhi,South West Delhi,Munīrka
node/7138493133,77.175735,28.551222,Munirka,"NIHFW Munirka, Delhi, India",Delhi,South West Delhi,Delhi
node/5134453891,77.178976,28.553684,Munirka,"DDA Flats Munirka, Delhi, India",Delhi,South West Delhi,Delhi
890511089,77.228372,28.539012,Chirag Delhi,"Chirag Delhi, Delhi, India",Delhi,South West Delhi,Delhi
polyline:29645642,75.891936,26.84625,Yamuna Bank,"yamuna marg, Jaipur, RJ, India",Rajasthan,Jaipur,Jaipur
polyline:31580771,78.11349,27.229866,Yamuna Bank,"Yamuna Expressway, Agra, UP, India",Uttar Pradesh,Agra,Agra
polyline:31580843,77.571863,28.141616,Yamuna Bank,"Yamuna Expressway, UP, India",Uttar Pradesh,Gautam Buddha Nagar,
polyline:31580844,77.590713,28.03628,Yamuna Bank,"Yamuna Expressway, UP, India",Uttar Pradesh,Aligarh,
polyline:22571500,80.266113,12.99032,Yamuna Bank,"Yamuna Street, Chennai, TN, India",Tamil Nadu,Chennai,Chennai
polyline:22377951,80.380912,16.278537,Cyber Hub,"Cyber Gardens, Guntur, AP, India",Andhra Pradesh,Guntur,Guntur
way/896546335,75.833225,11.253984,Cyber Hub,"Mobile10X - Cyberpark, Kozhikode, KL, India",Kerala,Kozhikode,Kozhikode
node/6132059104,75.836826,11.254013,Cyber Hub,"Sahya - Cyberpark Kozhikode, Kozhikode, KL, India",Kerala,Kozhikode,Kozhikode
polyline:22305041,78.382021,17.443329,Cyber Hub,"Ram Cyber View, Hyderabad, AP, India",Andhra Pradesh,Hyderabad,Hyderabad
polyline:22614536,75.834007,11.256053,Cyber Hub,"Cyber Park Road, Kozhikode, KL, India",Kerala,Kozhikode,Kozhikode
